tweet,date,city,user_location,place,coordinates,id,link
"@WRadioColombia Para la alcaldesa Claudia López eso es normal.
También como usted llama a los atracos hurtos.
Hurto es robo sin intimidación.",2020-11-10 20:28:12,Bogota,"Bogotá, Colombia ",,,1326260390590865415,https://twitter.com/i/web/status/1326260390590865415
"¡Lambonería pro Transmilenio a la vista!

Una oda al busismo y hasta ahora me entero que este video existe. En este minispot Claudia López no duda en decir que la ciudadanía tiene que reconciliarse con Transmilenio y que la Alcaldía será el ""terapeuta"" para ese reencuentro. https://t.co/AD0UmFQ3wp",2020-11-10 20:20:52,Bogota,Bogotá Colombia,,,1326258543134199810,https://twitter.com/i/web/status/1326258543134199810
"Creo que todos los ciudadanos honestos trabajadores, no más cuento Claudia López se va, para salvar a Bogota, daría una buena señal renunciando y entregando cuentas https://t.co/cB8HyFexgC",2020-11-10 20:16:54,Bogota,Bogota ,,,1326257548790534146,https://twitter.com/i/web/status/1326257548790534146
"@Manamana_HarryS @Maojero @elespectador Si hubiera dicho eso no solo hubiera sido xenófoba, sino también ridícula. Tan evidente y grave fue lo que dijo esa señora, que hasta la CIDH se pronunció. Vamos a ver qué dice el juez colombiano.
https://t.co/IAjBGhxind",2020-11-10 20:16:46,Bogota,Bogotá,,,1326257512220340230,https://twitter.com/i/web/status/1326257512220340230
"@BluRadioCo Desde tiempos remotos se dice que con la comida no se juega y parece que el cerebro de la alcaldesa Claudia López está por las nubes y sus neuronas están en franca decadencia, por favor alcaldesa aterrice baje de la nube y con vitaminas y minerales fortalezca las neuronas.",2020-11-10 20:08:46,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326255500749664269,https://twitter.com/i/web/status/1326255500749664269
"@ShadyPinto1 @RevistaSemana Usted ha visto todos los discursos de Claudia López? Ha visto las estadísticas de criminalidad que presentó Migración Colombia? La delincuencia extranjera es sumamente baja comparada con la delincuencia local. Le gustaría que lo sigan robando, sin importar de dónde son?",2020-11-10 19:57:50,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326252748535369732,https://twitter.com/i/web/status/1326252748535369732
"Ciudadano venezolano interpone tutela contra Claudia López las cosas hay aclararlas y la verdad si son venezolanos los q están atracando y delinquiendo en este país dejemos la pendejada q es una realidad, las cosas por su nombre!! https://t.co/5s2yfbGxqm",2020-11-10 19:46:19,Bogota,Bogotá,,,1326249849034055680,https://twitter.com/i/web/status/1326249849034055680
"@Revocatoria_CL Justo y Necesario se quemó el Truan de Trump Racista y demás, ahora en Bogotá tenemos que concentrarnos en Revocar a Claudia López",2020-11-10 19:44:39,Bogota,"Zipaquirá, Colombia",,,1326249429389758464,https://twitter.com/i/web/status/1326249429389758464
Los argumentos de la tutela contra Claudia López por declaraciones de venezolanos https://t.co/PEpPquGjPm,2020-11-10 19:42:05,Bogota,"Bogotá, Colombia",,,1326248785220153344,https://twitter.com/i/web/status/1326248785220153344
Entutelan a Claudia López por supuesta discriminación a venezolanos https://t.co/pG3SlUROc3,2020-11-10 19:13:20,Bogota,"Bogotá, Colombia",,,1326241550192537600,https://twitter.com/i/web/status/1326241550192537600
#DiaSinCarne Claudia López lo que necesita es carne en rollo.,2020-11-10 18:49:46,Bogota,Colombia,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='001a090f0374bd47', url='https://api.twitter.com/1.1/geo/id/001a090f0374bd47.json', place_type='city', name='Salento', full_name='Salento, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-75.7353389970742, 4.44413999527599], [-75.4689439999271, 4.44413999527599], [-75.4689439999271, 4.69003500003395], [-75.7353389970742, 4.69003500003395]]]), attributes={})",,1326235619413151747,https://twitter.com/i/web/status/1326235619413151747
Nayibe haciendo un Claudia López https://t.co/6p9OguROsd,2020-11-10 18:34:26,Bogota,Bogota,,,1326231760221466624,https://twitter.com/i/web/status/1326231760221466624
Venezolano interpuso tutela contra Claudia López por discriminación  https://t.co/SoVUBoGg5F,2020-11-10 18:32:16,Bogota,"Bogotá, Colombia",,,1326231215914033152,https://twitter.com/i/web/status/1326231215914033152
"Silencio total por parte de la alcaldesa claudia López y su secretario de movilidad Nicolás son cómplices de la ilegalidad y miren como terminó con la vida de un ser querido la mamá, en Colombia ser ilegal si paga tristemente https://t.co/BBjJhepzYi",2020-11-10 18:30:35,Bogota,BOGOTA,,,1326230792226344968,https://twitter.com/i/web/status/1326230792226344968
Estoy que me firmo el referendo del presidente Uribe y la revocatoria de Claudia López. https://t.co/NGIy8HeWBu,2020-11-10 18:16:45,Bogota,,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326227310564028416,https://twitter.com/i/web/status/1326227310564028416
"El problema de la desinformación:

1. NO ES UN DÍA QUE SE INVENTÓ CLAUDIA LOPEZ. 

2. NO ES UN DÍA SIN CARNE LITERAL, ES UN DÍA PARA CREAR CONCIENCIA https://t.co/8n3DGBFYk2",2020-11-10 18:01:32,Bogota,Bogotá,,,1326223480673726465,https://twitter.com/i/web/status/1326223480673726465
"Poco a poco la alcaldía de Claudia López nos quiere ir ""entonando"" para enfrentar un posible gobierno de izquierda...
La cartilla para cuando? https://t.co/1WFcTJoUoR",2020-11-10 17:44:03,Bogota,Bogota - Colombia,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326219082677579776,https://twitter.com/i/web/status/1326219082677579776
"@BluRadioCo Y Claudia López y sus seguidores pidiendo más cuarentena, y algunos pendejos incluso celebrando la quiebra de restaurantes en Bogotá, sin entender que la economía son largas cadenas productivas detrás de cada negocio. Lo dicho, en el Partido Verde no entienden de economía.",2020-11-10 17:37:31,Bogota,Bogotá - Colombia,,,1326217438053232642,https://twitter.com/i/web/status/1326217438053232642
@WRadioColombia @GPATTYVT Y Claudia Lopez durmiendo. #RevocatoriaClaudiaLopez,2020-11-10 17:33:20,Bogota,"Bogota, Colombia",,,1326216383047282690,https://twitter.com/i/web/status/1326216383047282690
La Asamblea Nacional de Venezuela emitió una carta dirigida a la alcaldesa en la que insta a pronunciarse y retractarse públicamente de cualquier declaración xenófoba que fomente el odio contra los ciudadanos venezolanos. https://t.co/td5cyThOBh,2020-11-10 17:15:05,Bogota,"Bogotá, Colombia",,,1326211792457043968,https://twitter.com/i/web/status/1326211792457043968
Yo propongo 3 años sin Claudia Lopez #Mividadiariasinmamertos,2020-11-10 17:10:49,Bogota,"Pereira, Colombia",,,1326210717880627200,https://twitter.com/i/web/status/1326210717880627200
"@Liliana53960099 @ClaudiaLopez todo por ese adoctrinamiento,del cambio climatico.   y claro su promotor  es al-gore,al no ser presidente,se propuso meter esas ideas  en la cabeza.  ya la gente ver normal,un dia sin carne,q pendejadas esta promoviendo la vieja loca claudia  lopez",2020-11-10 17:10:33,Bogota,Bogota,,,1326210649530257408,https://twitter.com/i/web/status/1326210649530257408
"Bogotá Lea aquí la solicitud que hizo la @AsambleaVE a @ClaudiaLopez

https://t.co/1HQDf056Ol https://t.co/QVcWzoTmdJ",2020-11-10 17:00:01,Bogota,Bogotá,,,1326208001183657984,https://twitter.com/i/web/status/1326208001183657984
"#ATENCION en el #DiaSinCarne Claudia López acaba de detener la demolición del Hospital San Juan de Dios dónde pretendía en plena pandemia reemplazar con una subestación eléctrica del metro elevado. Gracias, no pasará a la historia por destruir Clínicas #RevocatoriaClaudiaLopez https://t.co/kWi1LlA6qr",2020-11-10 16:58:55,Bogota,"Bogotá, Colombia","Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326207722270896129,https://twitter.com/i/web/status/1326207722270896129
"@CaracolRadio Alcaldesa Claudia López retiró vigilancia con caninos que brindaban seguridad a las estaciones de transmilenio y por supuesto les facilita a los delincuentes su accionar sin encontrar obstáculo alguno, Bogotá no tiene alcalde por todas partes inseguridad, basuras, etc. Vergüenza.",2020-11-10 16:56:08,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326207023004966912,https://twitter.com/i/web/status/1326207023004966912
"La mierda del ganado bovino produce mas del 5% de contaminación, declarar el #DiaSinCarne es aumentarla pues esas reses sin sacrificar vivirán un dia mas cagando.
La malparida de Claudia Lopez debería pensar mejor en controlar la emisión de gases de la vaca que tiene en casa.",2020-11-10 16:45:06,Bogota,"BOGOTA, COLOMBIA",,,1326204245557858306,https://twitter.com/i/web/status/1326204245557858306
"#XenofobiaEs Alcaldesa Claudia López acusada de xenofobia, por la Asamblea Nacional de Venezuela. Estos por decir que algunos venezolanos venían a delinquir. Piden que se retracte- EL HOME NOTICIAS https://t.co/oQfjwCuj1T 
#AsambleaNacional  #ClaudiaAlcaldesa 
@ClaudiaLopez",2020-11-10 16:35:54,Bogota,"Bogotá, Colombia.",,,1326201928464932865,https://twitter.com/i/web/status/1326201928464932865
"El proyecto de acuerdo aprobado en el Concejo pasó a sanción de la alcaldesa Claudia López, quien aplaudió la iniciativa que transformará a la capital → https://t.co/Mgt0MukmGf",2020-11-10 16:30:00,Bogota,"Bogotá, Colombia",,,1326200444604047367,https://twitter.com/i/web/status/1326200444604047367
Queremos una alcaldía sin Claudia López https://t.co/OZk1RYxHqm,2020-11-10 16:23:11,Bogota,Colombia,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='000740067e1156ab', url='https://api.twitter.com/1.1/geo/id/000740067e1156ab.json', place_type='city', name='Chía', full_name='Chía, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.1161780014865, 4.78798699813275], [-73.9964160000843, 4.78798699813275], [-73.9964160000843, 4.88515799906102], [-74.1161780014865, 4.88515799906102]]]), attributes={})",,1326198729729257479,https://twitter.com/i/web/status/1326198729729257479
"@bogotamuyfirme @ClaudiaLopez La seguridad de Transmilenio, vale verga, la seguridad que promueve Claudia López es una cortina de humo.",2020-11-10 15:55:02,Bogota,"Bogotá, Colombia",,,1326191646279610373,https://twitter.com/i/web/status/1326191646279610373
"@NoticiasCaracol Que diría Claudia López en este Caso?  

- los asesinatos en chile son por causa de los Colombianos",2020-11-10 15:52:33,Bogota,PEREIRA,,,1326191021806465024,https://twitter.com/i/web/status/1326191021806465024
"Este es el candidato de Claudia López, ¡Todavía hay quienes dudan de su compromiso con la corrupción... https://t.co/HSVcIDvW2A",2020-11-10 15:51:25,Bogota,Bogotá,,,1326190733934682112,https://twitter.com/i/web/status/1326190733934682112
"@radi_isabel @Jorge25529699 No piensa. Por esa razón fue que votaron por CLAUDIA ""MALÉFICA"" LÓPEZ, para que convirtiera a Bogotá, en ""CIUDAD CAÓTICA"", El Paraíso de los criminales, raponeros, vándalos, ladrones y atracadores.",2020-11-10 15:28:06,Bogota,Bogotá.,,,1326184868829683712,https://twitter.com/i/web/status/1326184868829683712
"Por qué no escribirle el mimo comentario a Claudia López, tu aliada política, si así va a comenzar el mal llamado partido dignidad vamos de mal pa' peor. qué triste que un personaje como usted, tenido muchas luchas a favor de pueblo termine votando su carrera política por robledo https://t.co/KgpjrCMkLD",2020-11-10 15:27:55,Bogota,Bogota - Colombia,,,1326184823002632192,https://twitter.com/i/web/status/1326184823002632192
@IvanDucaless Dr. Ducales toca que le llamé la atención a la dra Claudia López ya que está con esas medidas tan extremistas.,2020-11-10 15:22:34,Bogota,"Bogotá, Colombia",,,1326183474542366725,https://twitter.com/i/web/status/1326183474542366725
@ELTIEMPO Para cuando el día sin la guasona 🤡📢 Claudia López?,2020-11-10 15:19:23,Bogota,Bogotá ,,,1326182672536924160,https://twitter.com/i/web/status/1326182672536924160
Pensé que estaban describiendo a Claudia López https://t.co/LmKkSBI2nM,2020-11-10 15:15:18,Bogota,"Bogotá, Colombia",,,1326181646689841154,https://twitter.com/i/web/status/1326181646689841154
Cuál es la necesidad de Claudia López de ir aumentando su desprestigio a costa de mantener al inútil secretario de seguridad?,2020-11-10 15:14:26,Bogota,"Bogota, Colombia",,,1326181427801690117,https://twitter.com/i/web/status/1326181427801690117
"@ElRepublicano09 Claudia Nayibe López le queda facil el dia sin carne...

Angelica lozano parece un tamal.",2020-11-10 15:09:43,Bogota,,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='000740067e1156ab', url='https://api.twitter.com/1.1/geo/id/000740067e1156ab.json', place_type='city', name='Chía', full_name='Chía, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.1161780014865, 4.78798699813275], [-73.9964160000843, 4.78798699813275], [-73.9964160000843, 4.88515799906102], [-74.1161780014865, 4.88515799906102]]]), attributes={})",,1326180241342132224,https://twitter.com/i/web/status/1326180241342132224
@elespectador JAMASSS pero por que ......si es verdad.......la mayoría de los venezolanos son delincuentes.....aclaro CLAUDIA LOPEZ me cae mal..pero la verdad sea dicha,2020-11-10 14:59:01,Bogota,"Villavicencio, Colombia",,,1326177547340681217,https://twitter.com/i/web/status/1326177547340681217
Ciudadano venezolano interpuso tutela contra Claudia López por presunta xenofobia https://t.co/Wgq0GkYusi https://t.co/Ftkjukvi1i,2020-11-10 14:54:48,Bogota,Bogotá,,,1326176488081793024,https://twitter.com/i/web/status/1326176488081793024
Tutela contra @ClaudiaLopez por xenofobia. #elBogotano https://t.co/i9nOMyWWBw,2020-11-10 14:34:28,Bogota,"Bogotá, Colombia",,,1326171368640147457,https://twitter.com/i/web/status/1326171368640147457
@AlertasW @WRadioColombia @TransMilenio Para la guasona 🤡📢 Claudia López la ciudad está mejor que nunca,2020-11-10 14:30:42,Bogota,Bogotá ,,,1326170422623211523,https://twitter.com/i/web/status/1326170422623211523
"@lafm De verdad agradezco a todos los idiotas utiles que se dejaron enredar por la mediocre de claudia lopez.... lo mismo paso cuando eligieron al badulaque de petro, samuel moreno etc, todos los supuestos progresistas. El mal llamado progresismo es la felicidad de los hampones",2020-11-10 14:27:12,Bogota,Bogotá,,,1326169540225626112,https://twitter.com/i/web/status/1326169540225626112
"Frase memorable, que debiéramos aplicarla a Claudia López todos los días, a ver si deja de embarrarla la inepta https://t.co/2Z0XF601y8",2020-11-10 14:26:14,Bogota,Bogota ,,,1326169298835009536,https://twitter.com/i/web/status/1326169298835009536
"La alcaldesa se refirió a los venezolanos que viven en Bogotá cuando habló de las cifras de inseguridad. Su declaraciones han sido consideradas xenófobas. ¿Está de acuerdo con que se retracte? 
https://t.co/S6YtLPlxN9",2020-11-10 14:25:03,Bogota,"Bogotá, Colombia",,,1326168999990849541,https://twitter.com/i/web/status/1326168999990849541
"Dizque proponen un dia sin alcalde, no sean hijueputas que ya llevamos 314 días sin autoridad, sin seguridad, sin obras, sin ni mierda...
...solo la puta lengua de populista mediocre de Claudia Lopez que no sirve para un culo.",2020-11-10 14:12:38,Bogota,"BOGOTA, COLOMBIA",,,1326165876081643522,https://twitter.com/i/web/status/1326165876081643522
"No un día sin Claudia López, los tres años restantes sin ella y que Dios nos ayude para lograrlo. Que tristeza que los medios se vendan para dar una imagen errada de su pésimo gobierno https://t.co/mUKP8SsokS",2020-11-10 14:08:47,Bogota,Bogota ,,,1326164908736712704,https://twitter.com/i/web/status/1326164908736712704
"Dirá Claudia López”en esta vida hay que hacerse conocer por bueno o malo, pero no pasar desapercibido” y ella actuó en consecuencia se hace conocer por ser la alcaldesa más mala e inepta de Colombia en todos los tiempos https://t.co/qEMM2SplqP",2020-11-10 14:04:56,Bogota,Bogota ,,,1326163936933240832,https://twitter.com/i/web/status/1326163936933240832
"#Seguimiento 🔎| El Juzgado Segundo Civil Municipal de Envigado admitió una tutela de un ciudadano venezolano contra la alcaldesa de Bogotá Claudia López.

https://t.co/cIoD2bNgdy",2020-11-10 14:00:01,Bogota,Bogotá,,,1326162700532113410,https://twitter.com/i/web/status/1326162700532113410
Díganle a Claudia López que promueva el día sin arepa a ver que dice..,2020-11-10 13:56:18,Bogota,Republic of Gilead,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326161764296364032,https://twitter.com/i/web/status/1326161764296364032
"#Polémica | “Sin dudas, asociar la criminalidad a una nacionalidad constituye un acto de #discriminación reprochable"", dice la tutela por #xenofobia contra @ClaudiaLopez https://t.co/iqzyd3WwLX",2020-11-10 13:42:17,Bogota,Bogotá - Colombia,,,1326158238321086464,https://twitter.com/i/web/status/1326158238321086464
@PLinero @LuisaposadaO Será con Claudia López?,2020-11-10 13:38:33,Bogota,"Bogotá, D.C., Colombia","Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})",,1326157297740107777,https://twitter.com/i/web/status/1326157297740107777
"@rodrigoaguaclar @fva_v2 @ClaudiaLopez Profe, buenos días. ALCALDÍA DE CLAUDIA LÓPEZ : ¡¡¡ NO EXISTE !!! Se posesionó, pero no ejerce el cargo, menos las funciones. Un fracaso absoluto. Un premio inmerecido a la ineptitud, al populismo y a la corrupción.",2020-11-10 13:34:09,Bogota,Bogotá.,,,1326156192939462656,https://twitter.com/i/web/status/1326156192939462656
"El ciudadano, amparado en el derecho a la igualdad y no discriminación, hizo una serie de exigencias a Claudia López y a la Alcaldía Mayor de Bogotá, entre ellas que la alcaldesa se retracte por declaraciones sobre seguridad 👉 https://t.co/nKxL7tBY4s https://t.co/DlXiOiWa4y",2020-11-10 13:32:13,Bogota,Bogotá,,,1326155704575651840,https://twitter.com/i/web/status/1326155704575651840
"#Bogotá Lea aquí la solicitud que hizo la @AsambleaVE a @ClaudiaLopez

https://t.co/1HQDf0mIcV https://t.co/Bn3qfrr1EK",2020-11-10 13:30:45,Bogota,Bogotá,,,1326155336596791296,https://twitter.com/i/web/status/1326155336596791296
🚨 Tutela contra Claudia López. Ciudadano venezolano pide que la alcaldesa se retracte por su comentario sobre migrantes venezolanos y seguridad en Bogotá. Un juzgado municipal de Envigado recibió la solicitud. Le contamos de qué se trata 👉 https://t.co/yk5KDE2d8s https://t.co/jSLA2fMgVp,2020-11-10 13:24:12,Bogota,"Bogotá, Colombia",,,1326153689128689667,https://twitter.com/i/web/status/1326153689128689667
"@valeriasantosb @MartaLucaRiver3 El problema es que Claudia López se lo atribuye cuando fue idea de concejales de la Colombia Humana - UP. Son buenas ideas pero falta informar bien a la gente del impacto que generan, culturizar a mucho ignorante del tema.",2020-11-10 13:21:38,Bogota,Bogotá,,,1326153042077626368,https://twitter.com/i/web/status/1326153042077626368
"@ktoarango1 @ClaudiaLopez Carlos, buenos días.
La idea es buena. Pero sería MEJOR : BOGOTÁ SIN CLAUDIA ""MALÉFICA"" LÓPEZ...Dejaría de ser CIUDAD CAÓTICA, EL PARAÍSO DE BANDIDOS, CRIMINALES Y VÁNDALOS.",2020-11-10 13:15:54,Bogota,Bogotá.,,,1326151600759595008,https://twitter.com/i/web/status/1326151600759595008
"@CristinaRevolt Dile ""Claudia López""... Por qué un día es y otro no...",2020-11-10 13:06:47,Bogota,Bogotá,,,1326149302440370177,https://twitter.com/i/web/status/1326149302440370177
@bogotamuyfirme @GPATTYVT Los Bogotanos queremos una vida sin Claudia López.,2020-11-10 13:03:40,Bogota,Bogota,"Place(_api=<tweepy.api.API object at 0x0000022EE8103D90>, id='01ce4a433db2a16f', url='https://api.twitter.com/1.1/geo/id/01ce4a433db2a16f.json', place_type='city', name='San Francisco', full_name='San Francisco, Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022EE8103D90>, type='Polygon', coordinates=[[[-74.3435790004446, 4.85218500043243], [-74.2284549984633, 4.85218500043243], [-74.2284549984633, 5.00374800387723], [-74.3435790004446, 5.00374800387723]]]), attributes={})",,1326148521708367878,https://twitter.com/i/web/status/1326148521708367878
"Claudia López quiere imponer día sin carne, pero no se les ocurra proponerle el día sin arepa.",2020-11-10 12:58:53,Bogota,Bogotá,,,1326147316902989825,https://twitter.com/i/web/status/1326147316902989825
"@wfgs @lafm Ese Petro dueño de Invamer y Guarumo, pagando por poner en primer lugar de la encuesta a Sergio Fajardo y a Claudia López y uno pensando que su alcalde es Caicedo.
Petro debe ser un héroe para usted, un tipo con tanto poder y pese a eso ha decidido no quedarse con el poder.",2020-11-10 12:58:06,Bogota,Bogotá,,,1326147117639987200,https://twitter.com/i/web/status/1326147117639987200
"Creo que nunca me acostumbraré a las contradicciones de Claudia López, francamente no se entiende ni ella misma... https://t.co/a3EBVYH01L",2020-11-10 12:49:39,Bogota,Bogotá,,,1326144992356732929,https://twitter.com/i/web/status/1326144992356732929
Asamblea Nacional de Venezuela pidió a Claudia López retractarse de opinión sobre migrantes https://t.co/CDTyAZ9YA6 https://t.co/e20oZtdplU,2020-11-10 12:48:34,Bogota,"Bogotá, Colombia",,,1326144718175133696,https://twitter.com/i/web/status/1326144718175133696
"El escándalo es porque lo dijo Claudia López.
Pero es que los Colombianos estamos cansados, todos los días los ""ciudadanos extranjeros"" protagonizan las noticias de robos, asesinatos y agresiones.
Si, ya había delincuencia, pero ahorita ya da miedo salir a cualquier hora del día https://t.co/MSdPEcL3k6",2020-11-10 12:26:58,Bogota,"Bogotá, Colombia ",,,1326139283267325952,https://twitter.com/i/web/status/1326139283267325952
"Que la entrevisten a la hora del noticiero!

Asamblea Nacional de Venezuela pide a Claudia López retractarse por ""declaraciones xenófobas"" https://t.co/v3FG2twPUM",2020-11-10 12:23:25,Bogota,Bogotá,,,1326138392917250048,https://twitter.com/i/web/status/1326138392917250048
"Lo peor que le pudo pasar a Bogotá después de una excelente administración de @EnriquePenalosa ha sido Claudia López, está alcaldesa dejará a Bogotá totalmente destruida y con los índices más altos de inseguridad, de pobreza y homicidios!! https://t.co/sIbcLiSlyk",2020-11-10 12:13:29,Bogota,Bogota,,,1326135893011419137,https://twitter.com/i/web/status/1326135893011419137
"@NoticiasCaracol Clara muestra de un ""inepto"" ocupando un cargo que evidentemente le queda ""grande"" ... sería suficiente que se dedique a hacerle la lista del mercado a Claudia Lopez",2020-11-10 12:07:06,Bogota,Bogota,,,1326134284076392454,https://twitter.com/i/web/status/1326134284076392454
@andresportillo_ @marfilqui @ClaudiaLopez Llevamos 11 meses sin Claudia Lopez... no se posesiona aún...,2020-11-10 11:48:31,Bogota,Bogotá,,,1326129608178225152,https://twitter.com/i/web/status/1326129608178225152
"Claudia Lopez combate la inseguridad de la capital con el día sin carne, debería llamarse el día de la República bolivariana!",2020-11-10 11:33:24,Bogota,Bogota Colombia,,,1326125805643194368,https://twitter.com/i/web/status/1326125805643194368
"Apoyo total a Claudia López @ClaudiaLopez no tiene que retractarse de nada, los venecos son la plaga que acabaron con la seguridad en Bogotá",2020-11-10 11:29:33,Bogota,Bogota,,,1326124834573737984,https://twitter.com/i/web/status/1326124834573737984
"Claudia López es la primera alcaldesa a nivel mundial con todos los sintomas de lo que es una enferma mental y una pobre malparida.

Dizque un dia ¡SIN CARNE!

No nos crean tan güevones, ¿Que sigue, entonces?:
¿Dia sin paja?¿Dia sin cagar?

BOBA HIJUEPUTA...",2020-11-10 11:05:15,Bogota,"BOGOTA, COLOMBIA",,,1326118718351536130,https://twitter.com/i/web/status/1326118718351536130
"A sanción de la alcaldesa Claudia López, pasó el proyecto de emergencia ambiental, tramitado en el Concejo de Bogotá, que busca implementar diez acciones urgentes para que la ciudad se adapta y mitigue los efectos del cambio climático - https://t.co/YNz39PmNi8",2020-11-10 11:00:00,Bogota,"Bogotá, Colombia",,,1326117400123596800,https://twitter.com/i/web/status/1326117400123596800
